	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4568	0.9024	0.6066	0.4353	85.0
DRINKS#PRICES	0.6667	0.6667	0.6667	0.5	4.0
DRINKS#QUALITY	0.375	0.8571	0.5217	0.3529	17.0
DRINKS#STYLE_OPTIONS	0.6	0.75	0.6667	0.5	6.0
FOOD#PRICES	0.8333	0.5882	0.6897	0.5263	19.0
FOOD#QUALITY	0.6275	0.9697	0.7619	0.6154	208.0
FOOD#STYLE_OPTIONS	0.0	0.0	0.0	0.0	21.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	11.0
RESTAURANT#GENERAL	0.6782	0.8429	0.7516	0.602	98.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	16.0
RESTAURANT#PRICES	0.6429	0.75	0.6923	0.5294	17.0
SERVICE#GENERAL	0.7647	0.7123	0.7376	0.5843	89.0
Micro-AVG	0.6145	0.7669	0.6823	0.5178	591.0
Macro-AVG	1.4113	1.7598	1.5237		591
