	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5926	0.7442	0.6598	0.4923	65.0
DRINKS#PRICES	0.25	1.0	0.4	0.25	12.0
DRINKS#QUALITY	0.8333	0.625	0.7143	0.5556	9.0
DRINKS#STYLE_OPTIONS	0.6667	0.6667	0.6667	0.5	8.0
FOOD#PRICES	0.4118	0.4375	0.4242	0.2692	26.0
FOOD#QUALITY	0.7914	0.7333	0.7612	0.6145	179.0
FOOD#STYLE_OPTIONS	0.25	0.2727	0.2609	0.15	40.0
LOCATION#GENERAL	0.1034	0.6	0.1765	0.0968	31.0
RESTAURANT#GENERAL	0.5833	0.6	0.5915	0.42	100.0
RESTAURANT#MISCELLANEOUS	0.1429	0.0588	0.0833	0.0435	23.0
RESTAURANT#PRICES	0.8462	0.7857	0.8148	0.6875	16.0
SERVICE#GENERAL	0.7722	0.8133	0.7922	0.6559	93.0
Micro-AVG	0.6223	0.6643	0.6426	0.4734	602.0
Macro-AVG	0.5203	0.6114	0.5288		602
