	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4242	0.875	0.5714	0.4	35.0
AMBIENCE:NEUTRAL	0.0909	1.0	0.1667	0.0909	11.0
AMBIENCE:POSITIVE	0.814	0.8333	0.8235	0.7	50.0
FOOD:NEGATIVE	0.8356	0.8243	0.8299	0.7093	86.0
FOOD:NEUTRAL	0.625	0.6667	0.6452	0.4762	21.0
FOOD:POSITIVE	0.8932	0.7244	0.8	0.6667	138.0
PRICE:NEGATIVE	0.9	0.8182	0.8571	0.75	24.0
PRICE:NEUTRAL	0.4	1.0	0.5714	0.4	5.0
PRICE:POSITIVE	0.8	0.8	0.8	0.6667	6.0
GENERAL-IMPRESSION:NEGATIVE	0.6538	0.8718	0.7473	0.5965	57.0
GENERAL-IMPRESSION:NEUTRAL	0.4	0.6667	0.5	0.3333	6.0
GENERAL-IMPRESSION:POSITIVE	0.6081	0.9375	0.7377	0.5844	77.0
SERVICE:NEGATIVE	0.7313	0.8596	0.7903	0.6533	75.0
SERVICE:NEUTRAL	0.2	1.0	0.3333	0.2	5.0
SERVICE:POSITIVE	0.8714	0.8243	0.8472	0.7349	83.0
Micro-AVG	0.7371	0.8156	0.7744	0.6318	679.0
Macro-AVG	0.6165	0.8468	0.6681		679
