	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.8	1.0	0.8889	0.8	5.0
AMBIENCE:NEUTRAL	0	0	0	0	0
AMBIENCE:POSITIVE	0.6667	0.75	0.7059	0.5455	11.0
FOOD:NEGATIVE	0.8125	0.7222	0.7647	0.619	21.0
FOOD:NEUTRAL	0.75	1.0	0.8571	0.75	4.0
FOOD:POSITIVE	0.8	0.8696	0.8333	0.7143	28.0
PRICE:NEGATIVE	0.8	0.6667	0.7273	0.5714	7.0
PRICE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
PRICE:POSITIVE	1.0	1.0	1.0	1.0	1.0
GENERAL-IMPRESSION:NEGATIVE	0.8889	0.8889	0.8889	0.8	10.0
GENERAL-IMPRESSION:NEUTRAL	1.0	1.0	1.0	1.0	1.0
GENERAL-IMPRESSION:POSITIVE	0.7692	0.9091	0.8333	0.7143	14.0
SERVICE:NEGATIVE	0.8462	0.8462	0.8462	0.7333	15.0
SERVICE:NEUTRAL	0	0	0	0	0
SERVICE:POSITIVE	0.9412	0.8421	0.8889	0.8	20.0
Micro-AVG	0.8235	0.8376	0.8305	0.7101	138.0
Macro-AVG	0.7383	0.7663	0.749		138
