	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8889	0.7805	0.8312	0.7111	45.0
DRINKS#PRICES	1.0	0.6667	0.8	0.6667	3.0
DRINKS#QUALITY	0.8333	0.625	0.7143	0.5556	9.0
DRINKS#STYLE_OPTIONS	0.6667	0.5	0.5714	0.4	5.0
FOOD#PRICES	0.8	0.6154	0.6957	0.5333	15.0
FOOD#QUALITY	0.9636	0.726	0.8281	0.7067	150.0
FOOD#STYLE_OPTIONS	1.0	0.5217	0.6857	0.5217	23.0
LOCATION#GENERAL	1.0	0.75	0.8571	0.75	4.0
RESTAURANT#GENERAL	0.8026	0.8714	0.8356	0.7176	85.0
RESTAURANT#MISCELLANEOUS	0.5	0.3333	0.4	0.25	20.0
RESTAURANT#PRICES	0.625	0.7143	0.6667	0.5	20.0
SERVICE#GENERAL	0.9394	0.8158	0.8732	0.775	80.0
Micro-AVG	0.88	0.7386	0.8031	0.671	459.0
Macro-AVG	2.5049	1.98	2.1898		459
