	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6765	0.575	0.6216	0.451	51.0
DRINKS#PRICES	0.8	0.8	0.8	0.6667	6.0
DRINKS#QUALITY	0.7143	0.625	0.6667	0.5	10.0
DRINKS#STYLE_OPTIONS	0.4	0.4	0.4	0.25	8.0
FOOD#PRICES	0.8	0.5714	0.6667	0.5	16.0
FOOD#QUALITY	0.6933	0.7324	0.7123	0.5532	188.0
FOOD#STYLE_OPTIONS	0.3889	0.3182	0.35	0.2121	33.0
LOCATION#GENERAL	1.0	0.4	0.5714	0.4	5.0
RESTAURANT#GENERAL	0.7671	0.7887	0.7778	0.6364	88.0
RESTAURANT#MISCELLANEOUS	0.3	0.1875	0.2308	0.1304	23.0
RESTAURANT#PRICES	0.6923	0.6923	0.6923	0.5294	17.0
SERVICE#GENERAL	0.8333	0.8	0.8163	0.6897	87.0
Micro-AVG	0.7093	0.6803	0.6945	0.532	532.0
Macro-AVG	0.6721	0.5742	0.6088		532
