	precision	recall	f1	accuracy	support
POSITIVE	0.8529	0.7719	0.8104	0.6812	298.0
NEUTRAL	0.9333	0.7368	0.8235	0.7	20.0
NEGATIVE	0.8492	0.7308	0.7855	0.6468	235.0
Micro-AVG	0.8542	0.7531	0.8004	0.6673	553.0
Macro-AVG	0.8785	0.7465	0.8065		553
