	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8182	0.6923	0.75	0.6	30.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	2.0
DRINKS#QUALITY	0.6667	0.8	0.7273	0.5714	7.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	4.0
FOOD#PRICES	1.0	0.4	0.5714	0.4	10.0
FOOD#QUALITY	0.9211	0.8333	0.875	0.7778	90.0
FOOD#STYLE_OPTIONS	0.8571	0.4615	0.6	0.4286	14.0
LOCATION#GENERAL	0.6667	0.6667	0.6667	0.5	4.0
RESTAURANT#GENERAL	0.7619	0.7805	0.7711	0.6275	51.0
RESTAURANT#MISCELLANEOUS	0.5	0.3	0.375	0.2308	13.0
RESTAURANT#PRICES	0.7	0.7778	0.7368	0.5833	12.0
SERVICE#GENERAL	0.9268	0.8636	0.8941	0.8085	47.0
Micro-AVG	0.8507	0.749	0.7966	0.662	284.0
Macro-AVG	0.8182	0.673	0.7195		284
