	precision	recall	f1	accuracy	support
AMBIENCE	0.6471	0.8148	0.7213	0.5641	39.0
FOOD	0.9036	0.8242	0.8621	0.7576	99.0
GENERAL-IMPRESSION	0.6441	0.9268	0.76	0.6129	62.0
PRICE	0.9167	0.8462	0.88	0.7857	14.0
SERVICE	0.96	0.8136	0.8807	0.7869	61.0
Micro-AVG	0.8151	0.8398	0.8273	0.7055	275.0
Macro-AVG	0.8143	0.8451	0.8208		275
