	precision	recall	f1	accuracy	support
POSITIVE	0.7534	0.8871	0.8148	0.6875	80.0
NEUTRAL	0.4444	0.8	0.5714	0.4	10.0
NEGATIVE	0.6269	0.84	0.7179	0.56	75.0
Micro-AVG	0.6779	0.8632	0.7594	0.6121	165.0
Macro-AVG	0.6082	0.8424	0.7014		165
