	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.2083	0.3571	0.2632	0.1515	33.0
DRINKS#PRICES	0.25	0.5	0.3333	0.2	5.0
DRINKS#QUALITY	0.5	0.3333	0.4	0.25	4.0
DRINKS#STYLE_OPTIONS	1.0	0.3333	0.5	0.3333	3.0
FOOD#PRICES	0.1429	0.2	0.1667	0.0909	11.0
FOOD#QUALITY	0.575	0.575	0.575	0.4035	57.0
FOOD#STYLE_OPTIONS	0.0	0.0	0.0	0.0	13.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	16.0
RESTAURANT#GENERAL	0.3077	0.5714	0.4	0.25	48.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	17.0
RESTAURANT#PRICES	0.0	0.0	0.0	0.0	10.0
SERVICE#GENERAL	0.3235	0.5	0.3929	0.2444	45.0
Micro-AVG	0.2941	0.4231	0.347	0.2099	262.0
Macro-AVG	0.2756	0.2808	0.2526		262
