	precision	recall	f1	accuracy	support
AMBIENCE	0.6429	0.6667	0.6546	0.4865	37.0
FOOD	0.7374	0.8022	0.7684	0.6239	117.0
GENERAL-IMPRESSION	0.7632	0.7073	0.7342	0.58	50.0
PRICE	0.6	0.4615	0.5217	0.3529	17.0
SERVICE	0.7273	0.678	0.7018	0.5405	74.0
Micro-AVG	0.7217	0.7186	0.7201	0.5627	295.0
Macro-AVG	0.6942	0.6631	0.6761		295
