	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4667	0.5385	0.5	0.3333	42.0
DRINKS#PRICES	0.5	0.5	0.5	0.3333	3.0
DRINKS#QUALITY	0.8	0.8	0.8	0.6667	6.0
DRINKS#STYLE_OPTIONS	0.6	0.75	0.6667	0.5	6.0
FOOD#PRICES	1.0	0.6	0.75	0.6	10.0
FOOD#QUALITY	0.8205	0.7619	0.7901	0.6531	98.0
FOOD#STYLE_OPTIONS	0.2667	0.3077	0.2857	0.1667	24.0
LOCATION#GENERAL	0.3333	0.3333	0.3333	0.2	5.0
RESTAURANT#GENERAL	0.6842	0.6341	0.6582	0.4906	53.0
RESTAURANT#MISCELLANEOUS	1.0	0.2	0.3333	0.2	10.0
RESTAURANT#PRICES	0.625	0.5556	0.5882	0.4167	12.0
SERVICE#GENERAL	0.8261	0.8636	0.8444	0.7308	52.0
Micro-AVG	0.7059	0.6693	0.6871	0.5234	321.0
Macro-AVG	0.6602	0.5704	0.5875		321
