	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7	0.6512	0.6747	0.5091	55.0
DRINKS#PRICES	1.0	0.6667	0.8	0.6667	3.0
DRINKS#QUALITY	1.0	0.375	0.5455	0.375	8.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	6.0
FOOD#PRICES	0.75	0.75	0.75	0.6	20.0
FOOD#QUALITY	0.8309	0.7533	0.7902	0.6532	173.0
FOOD#STYLE_OPTIONS	0.7857	0.5	0.6111	0.44	25.0
LOCATION#GENERAL	0.3333	0.2	0.25	0.1429	7.0
RESTAURANT#GENERAL	0.7755	0.5429	0.6387	0.4691	81.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	17.0
RESTAURANT#PRICES	1.0	0.4286	0.6	0.4286	14.0
SERVICE#GENERAL	0.8108	0.8	0.8054	0.6742	89.0
Micro-AVG	0.8006	0.6457	0.7148	0.5562	498.0
Macro-AVG	0.7489	0.514	0.5944		498
