	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6207	0.8372	0.7129	0.5538	65.0
DRINKS#PRICES	0.375	1.0	0.5455	0.375	8.0
DRINKS#QUALITY	0.6667	0.75	0.7059	0.5455	11.0
DRINKS#STYLE_OPTIONS	1.0	0.1667	0.2857	0.1667	6.0
FOOD#PRICES	0.6	0.75	0.6667	0.5	24.0
FOOD#QUALITY	0.8974	0.7	0.7865	0.6481	162.0
FOOD#STYLE_OPTIONS	0.3939	0.5909	0.4727	0.3095	42.0
LOCATION#GENERAL	0.5	0.4	0.4444	0.2857	7.0
RESTAURANT#GENERAL	0.7237	0.7857	0.7534	0.6044	91.0
RESTAURANT#MISCELLANEOUS	0.3333	0.0588	0.1	0.0526	19.0
RESTAURANT#PRICES	0.875	0.5	0.6364	0.4667	15.0
SERVICE#GENERAL	0.9206	0.7733	0.8406	0.725	80.0
Micro-AVG	0.7475	0.697	0.7214	0.5642	530.0
Macro-AVG	0.6589	0.6094	0.5792		530
