	precision	recall	f1	accuracy	support
AMBIENCE	0.6667	0.7407	0.7018	0.5405	37.0
FOOD	0.8247	0.8791	0.8511	0.7407	108.0
GENERAL-IMPRESSION	0.5672	0.9268	0.7037	0.5429	70.0
PRICE	0.8462	0.8462	0.8462	0.7333	15.0
SERVICE	0.8929	0.8475	0.8696	0.7692	65.0
Micro-AVG	0.7567	0.8615	0.8057	0.6746	295.0
Macro-AVG	0.7595	0.8481	0.7945		295
