	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8387	0.6047	0.7027	0.5417	48.0
DRINKS#PRICES	1.0	0.3333	0.5	0.3333	3.0
DRINKS#QUALITY	1.0	0.375	0.5455	0.375	8.0
DRINKS#STYLE_OPTIONS	1.0	0.8333	0.9091	0.8333	6.0
FOOD#PRICES	0.6667	0.5	0.5714	0.4	20.0
FOOD#QUALITY	0.7319	0.6733	0.7014	0.5401	187.0
FOOD#STYLE_OPTIONS	0.6667	0.0909	0.16	0.087	23.0
LOCATION#GENERAL	1.0	0.4	0.5714	0.4	5.0
RESTAURANT#GENERAL	0.881	0.5286	0.6607	0.4933	75.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	17.0
RESTAURANT#PRICES	0.0	0.0	0.0	0.0	14.0
SERVICE#GENERAL	1.0	0.64	0.7805	0.64	75.0
Micro-AVG	0.8175	0.5431	0.6526	0.4844	481.0
Macro-AVG	0.7321	0.4149	0.5086		481
