	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6727	0.8409	0.7475	0.5968	62.0
DRINKS#PRICES	0.6	1.0	0.75	0.6	5.0
DRINKS#QUALITY	1.0	0.6667	0.8	0.6667	9.0
DRINKS#STYLE_OPTIONS	0.6667	0.6667	0.6667	0.5	8.0
FOOD#PRICES	0.8667	0.8667	0.8667	0.7647	17.0
FOOD#QUALITY	0.8	0.8125	0.8062	0.6753	154.0
FOOD#STYLE_OPTIONS	0.4054	0.625	0.4918	0.3261	46.0
LOCATION#GENERAL	0.2857	0.8	0.4211	0.2667	15.0
RESTAURANT#GENERAL	0.4921	0.8732	0.6294	0.4593	135.0
RESTAURANT#MISCELLANEOUS	0.3333	0.1176	0.1739	0.0952	21.0
RESTAURANT#PRICES	0.8	0.5714	0.6667	0.5	16.0
SERVICE#GENERAL	0.7368	0.8861	0.8046	0.6731	104.0
Micro-AVG	0.6495	0.7904	0.713	0.5541	592.0
Macro-AVG	0.6383	0.7272	0.652		592
