	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.9	0.5625	0.6923	0.5294	17.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.8158	0.7381	0.775	0.6327	49.0
FOOD:NEGATIVE	0.7	0.6622	0.6806	0.5158	95.0
FOOD:NEUTRAL	1.0	0.5333	0.6957	0.5333	15.0
FOOD:POSITIVE	0.704	0.6929	0.6984	0.5366	164.0
PRICE:NEGATIVE	0.9375	0.6818	0.7895	0.6522	23.0
PRICE:NEUTRAL	1.0	1.0	1.0	1.0	2.0
PRICE:POSITIVE	0.8	0.8	0.8	0.6667	6.0
GENERAL-IMPRESSION:NEGATIVE	0.7045	0.7949	0.747	0.5962	52.0
GENERAL-IMPRESSION:NEUTRAL	1.0	0.3333	0.5	0.3333	3.0
GENERAL-IMPRESSION:POSITIVE	0.5926	0.6667	0.6275	0.4571	70.0
SERVICE:NEGATIVE	0.9535	0.7193	0.82	0.6949	59.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.9524	0.8108	0.8759	0.7792	77.0
Micro-AVG	0.7745	0.7053	0.7383	0.5852	634.0
Macro-AVG	0.7374	0.5997	0.6468		634
