	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7778	0.8077	0.7925	0.6562	32.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	2.0
DRINKS#QUALITY	1.0	0.4	0.5714	0.4	5.0
DRINKS#STYLE_OPTIONS	1.0	0.75	0.8571	0.75	4.0
FOOD#PRICES	0.5714	0.4	0.4706	0.3077	13.0
FOOD#QUALITY	0.8846	0.8214	0.8519	0.7419	93.0
FOOD#STYLE_OPTIONS	1.0	0.4615	0.6316	0.4615	13.0
LOCATION#GENERAL	1.0	0.6667	0.8	0.6667	3.0
RESTAURANT#GENERAL	0.8108	0.7317	0.7692	0.625	48.0
RESTAURANT#MISCELLANEOUS	0.5	0.1	0.1667	0.0909	11.0
RESTAURANT#PRICES	0.7	0.7778	0.7368	0.5833	12.0
SERVICE#GENERAL	0.9268	0.8636	0.8941	0.8085	47.0
Micro-AVG	0.8525	0.7371	0.7906	0.6537	283.0
Macro-AVG	0.8476	0.6484	0.7118		283
