	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8919	0.8049	0.8462	0.7333	45.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	3.0
DRINKS#QUALITY	1.0	0.75	0.8571	0.75	8.0
DRINKS#STYLE_OPTIONS	0.5714	1.0	0.7273	0.5714	7.0
FOOD#PRICES	0.7857	0.8462	0.8148	0.6875	16.0
FOOD#QUALITY	0.9242	0.8356	0.8777	0.7821	156.0
FOOD#STYLE_OPTIONS	0.9286	0.5652	0.7027	0.5417	24.0
LOCATION#GENERAL	1.0	1.0	1.0	1.0	4.0
RESTAURANT#GENERAL	0.8529	0.8286	0.8406	0.725	80.0
RESTAURANT#MISCELLANEOUS	0.75	0.6	0.6667	0.5	18.0
RESTAURANT#PRICES	0.6923	0.6429	0.6667	0.5	18.0
SERVICE#GENERAL	0.9545	0.8289	0.8873	0.7975	79.0
Micro-AVG	0.891	0.8034	0.8449	0.7314	458.0
Macro-AVG	2.5879	2.4256	2.4718		458
