	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.9167	0.7857	0.8462	0.7333	15.0
DRINKS#PRICES	1.0	0.5	0.6667	0.5	2.0
DRINKS#QUALITY	0.5	0.3333	0.4	0.25	4.0
DRINKS#STYLE_OPTIONS	1.0	0.3333	0.5	0.3333	3.0
FOOD#PRICES	1.0	0.6	0.75	0.6	5.0
FOOD#QUALITY	0.9429	0.825	0.88	0.7857	42.0
FOOD#STYLE_OPTIONS	0.5	0.1429	0.2222	0.125	8.0
LOCATION#GENERAL	0.25	0.5	0.3333	0.2	5.0
RESTAURANT#GENERAL	0.6923	0.8571	0.766	0.6207	29.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	8.0
RESTAURANT#PRICES	0.4	0.4	0.4	0.25	8.0
SERVICE#GENERAL	0.75	0.6818	0.7143	0.5556	27.0
Micro-AVG	0.7699	0.6692	0.716	0.5577	156.0
Macro-AVG	0.6627	0.4966	0.5399		156
