	precision	recall	f1	accuracy	support
POSITIVE	0.8017	0.6714	0.7308	0.5758	330.0
NEUTRAL	0.4	0.1176	0.1818	0.1	20.0
NEGATIVE	0.8545	0.7287	0.7866	0.6483	145.0
Micro-AVG	0.8125	0.6667	0.7324	0.5778	495.0
Macro-AVG	0.6854	0.5059	0.5664		495
