	precision	recall	f1	accuracy	support
POSITIVE	0.5882	0.6452	0.6154	0.4444	90.0
NEUTRAL	0.75	0.6	0.6667	0.5	6.0
NEGATIVE	0.641	0.5	0.5618	0.3906	64.0
Micro-AVG	0.7748	0.735	0.7544	0.6056	142.0
Macro-AVG	0.6597	0.5817	0.6146		142
