	precision	recall	f1	accuracy	support
AMBIENCE	0.9412	0.8136	0.8728	0.7742	62.0
FOOD	0.9398	0.7222	0.8168	0.6903	226.0
GENERAL-IMPRESSION	0.8864	0.8667	0.8764	0.78	100.0
PRICE	0.92	0.7931	0.8518	0.7419	31.0
SERVICE	0.9655	0.8485	0.9032	0.8235	136.0
Micro-AVG	0.935	0.7928	0.858	0.7514	555.0
Macro-AVG	0.9306	0.8088	0.8642		555
