	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.7368	0.875	0.8	0.6667	21.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.8537	0.8333	0.8434	0.7292	48.0
FOOD:NEGATIVE	0.8621	0.6757	0.7576	0.6098	82.0
FOOD:NEUTRAL	0.8	0.5333	0.64	0.4706	17.0
FOOD:POSITIVE	0.967	0.6929	0.8073	0.6769	130.0
PRICE:NEGATIVE	0.9474	0.8182	0.878	0.7826	23.0
PRICE:NEUTRAL	1.0	1.0	1.0	1.0	2.0
PRICE:POSITIVE	1.0	1.0	1.0	1.0	5.0
GENERAL-IMPRESSION:NEGATIVE	0.8182	0.6923	0.75	0.6	45.0
GENERAL-IMPRESSION:NEUTRAL	1.0	0.6667	0.8	0.6667	3.0
GENERAL-IMPRESSION:POSITIVE	0.9024	0.7708	0.8315	0.7115	52.0
SERVICE:NEGATIVE	0.8065	0.8772	0.8403	0.7246	69.0
SERVICE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
SERVICE:POSITIVE	0.9565	0.8919	0.9231	0.8571	77.0
Micro-AVG	0.8896	0.7662	0.8233	0.6997	576.0
Macro-AVG	0.8434	0.7552	0.7914		576
