	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4694	0.8846	0.6133	0.4423	52.0
DRINKS#PRICES	0.2857	1.0	0.4444	0.2857	7.0
DRINKS#QUALITY	1.0	0.4	0.5714	0.4	5.0
DRINKS#STYLE_OPTIONS	0.3	0.75	0.4286	0.2727	11.0
FOOD#PRICES	0.1667	0.1	0.125	0.0667	15.0
FOOD#QUALITY	0.7917	0.6786	0.7308	0.5758	99.0
FOOD#STYLE_OPTIONS	0.2558	0.8462	0.3929	0.2444	45.0
LOCATION#GENERAL	0.1111	0.6667	0.1905	0.1053	19.0
RESTAURANT#GENERAL	0.5714	0.878	0.6923	0.5294	68.0
RESTAURANT#MISCELLANEOUS	0.0909	0.1	0.0952	0.05	20.0
RESTAURANT#PRICES	0.3478	0.8889	0.5	0.3333	24.0
SERVICE#GENERAL	0.7083	0.7727	0.7391	0.5862	58.0
Micro-AVG	0.5114	0.7171	0.597	0.4255	423.0
Macro-AVG	0.4249	0.6638	0.4603		423
