	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.675	0.6279	0.6506	0.4821	56.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	3.0
DRINKS#QUALITY	1.0	0.5	0.6667	0.5	8.0
DRINKS#STYLE_OPTIONS	1.0	0.8333	0.9091	0.8333	6.0
FOOD#PRICES	0.7273	0.5	0.5926	0.4211	19.0
FOOD#QUALITY	0.8421	0.64	0.7273	0.5714	168.0
FOOD#STYLE_OPTIONS	0.7143	0.2273	0.3448	0.2083	24.0
LOCATION#GENERAL	0.5	0.8	0.6154	0.4444	9.0
RESTAURANT#GENERAL	0.9773	0.6143	0.7544	0.6056	71.0
RESTAURANT#MISCELLANEOUS	0.8333	0.2941	0.4348	0.2778	18.0
RESTAURANT#PRICES	1.0	0.2143	0.3529	0.2143	14.0
SERVICE#GENERAL	0.9365	0.7867	0.8551	0.7468	79.0
Micro-AVG	0.8506	0.6107	0.711	0.5516	475.0
Macro-AVG	0.8505	0.5865	0.6586		475
