	precision	recall	f1	accuracy	support
POSITIVE	0.7979	0.7736	0.7856	0.6469	354.0
NEUTRAL	0.7895	0.6818	0.7317	0.5769	26.0
NEGATIVE	0.7824	0.726	0.7531	0.604	250.0
Micro-AVG	0.7916	0.751	0.7707	0.627	630.0
Macro-AVG	0.7899	0.7271	0.7568		630
