	precision	recall	f1	accuracy	support
POSITIVE	0.5091	0.6622	0.5756	0.4041	485.0
NEUTRAL	0.375	0.6818	0.4839	0.3191	47.0
NEGATIVE	0.3909	0.5769	0.466	0.3038	395.0
Micro-AVG	0.6407	0.8916	0.7456	0.5944	789.0
Macro-AVG	0.425	0.6403	0.5085		789
