	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6786	0.7308	0.7037	0.5429	35.0
DRINKS#PRICES	0.6667	1.0	0.8	0.6667	3.0
DRINKS#QUALITY	0.8	0.8	0.8	0.6667	6.0
DRINKS#STYLE_OPTIONS	0.3333	0.5	0.4	0.25	8.0
FOOD#PRICES	1.0	0.7	0.8235	0.7	10.0
FOOD#QUALITY	0.8295	0.869	0.8488	0.7374	99.0
FOOD#STYLE_OPTIONS	0.6667	0.6154	0.64	0.4706	17.0
LOCATION#GENERAL	1.0	0.6667	0.8	0.6667	3.0
RESTAURANT#GENERAL	0.9091	0.7317	0.8108	0.6818	44.0
RESTAURANT#MISCELLANEOUS	0.5	0.2	0.2857	0.1667	12.0
RESTAURANT#PRICES	0.7778	0.7778	0.7778	0.6364	11.0
SERVICE#GENERAL	0.878	0.8182	0.8471	0.7347	49.0
Micro-AVG	0.8067	0.7649	0.7853	0.6465	297.0
Macro-AVG	0.7533	0.7008	0.7115		297
