	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4444	1.0	0.6154	0.4444	9.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.7	0.875	0.7778	0.6364	11.0
FOOD:NEGATIVE	0.2267	0.9444	0.3656	0.2237	76.0
FOOD:NEUTRAL	0.4286	1.0	0.6	0.4286	7.0
FOOD:POSITIVE	0.7333	0.9565	0.8302	0.7097	31.0
PRICE:NEGATIVE	0.5714	0.6667	0.6154	0.4444	9.0
PRICE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
PRICE:POSITIVE	1.0	1.0	1.0	1.0	1.0
GENERAL-IMPRESSION:NEGATIVE	0.7	0.7778	0.7368	0.5833	12.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	1.0
GENERAL-IMPRESSION:POSITIVE	0.7	0.6364	0.6667	0.5	14.0
SERVICE:NEGATIVE	1.0	0.8462	0.9167	0.8462	13.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.8947	0.8947	0.8947	0.8095	21.0
Micro-AVG	0.526	0.8632	0.6537	0.4856	208.0
Macro-AVG	0.5599	0.7065	0.6013		208
