	precision	recall	f1	accuracy	support
POSITIVE	0.5878	0.6905	0.635	0.4652	187.0
NEUTRAL	0.15	0.2727	0.1935	0.1071	28.0
NEGATIVE	0.5288	0.5851	0.5556	0.3846	143.0
Micro-AVG	0.5331	0.6277	0.5765	0.405	358.0
Macro-AVG	0.4222	0.5161	0.4614		358
