	precision	recall	f1	accuracy	support
POSITIVE	0.8528	0.7635	0.8057	0.6746	335.0
NEUTRAL	0.6111	0.5	0.55	0.3793	29.0
NEGATIVE	0.816	0.8317	0.8238	0.7004	247.0
Micro-AVG	0.8283	0.7795	0.8031	0.671	611.0
Macro-AVG	0.76	0.6984	0.7265		611
