	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.7333	0.6875	0.7097	0.55	20.0
AMBIENCE:NEUTRAL	0.3333	1.0	0.5	0.3333	3.0
AMBIENCE:POSITIVE	0.9688	0.7381	0.8378	0.7209	43.0
FOOD:NEGATIVE	0.8333	0.8108	0.8219	0.6977	86.0
FOOD:NEUTRAL	0.8	0.5333	0.64	0.4706	17.0
FOOD:POSITIVE	0.9184	0.7087	0.8	0.6667	135.0
PRICE:NEGATIVE	0.9474	0.8182	0.878	0.7826	23.0
PRICE:NEUTRAL	1.0	0.5	0.6667	0.5	2.0
PRICE:POSITIVE	0.8333	1.0	0.9091	0.8333	6.0
GENERAL-IMPRESSION:NEGATIVE	0.7391	0.8718	0.8	0.6667	51.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	4.0
GENERAL-IMPRESSION:POSITIVE	0.5915	0.875	0.7059	0.5455	77.0
SERVICE:NEGATIVE	0.8333	0.8772	0.8547	0.7463	67.0
SERVICE:NEUTRAL	0.3333	1.0	0.5	0.3333	3.0
SERVICE:POSITIVE	1.0	0.7838	0.8788	0.7838	74.0
Micro-AVG	0.8283	0.7795	0.8031	0.671	611.0
Macro-AVG	0.7243	0.747	0.7002		611
