	precision	recall	f1	accuracy	support
POSITIVE	0.6782	0.7152	0.6962	0.5339	221.0
NEUTRAL	0.3125	0.4545	0.3704	0.2273	22.0
NEGATIVE	0.6883	0.7067	0.6974	0.5354	99.0
Micro-AVG	0.6592	0.7012	0.6795	0.5146	342.0
Macro-AVG	0.5597	0.6255	0.588		342
