	precision	recall	f1	accuracy	support
POSITIVE	0.8577	0.7331	0.7905	0.6536	332.0
NEUTRAL	0.7778	0.6364	0.7	0.5385	26.0
NEGATIVE	0.7562	0.7308	0.7433	0.5914	257.0
Micro-AVG	0.8114	0.7281	0.7675	0.6228	615.0
Macro-AVG	0.7972	0.7001	0.7446		615
