	precision	recall	f1	accuracy	support
AMBIENCE	0.9	0.6667	0.766	0.6207	29.0
FOOD	0.8495	0.8681	0.8587	0.7524	105.0
GENERAL-IMPRESSION	0.8333	0.8537	0.8434	0.7292	48.0
PRICE	0.8	0.6154	0.6957	0.5333	15.0
SERVICE	1.0	0.7288	0.8431	0.7288	59.0
Micro-AVG	0.8798	0.7922	0.8337	0.7148	256.0
Macro-AVG	0.8766	0.7465	0.8014		256
