	precision	recall	f1	accuracy	support
AMBIENCE	1.0	0.5926	0.7442	0.5926	27.0
FOOD	0.9277	0.8462	0.8851	0.7938	97.0
GENERAL-IMPRESSION	0.4342	0.8049	0.5641	0.3929	84.0
PRICE	0.7857	0.8462	0.8148	0.6875	16.0
SERVICE	0.9808	0.8644	0.9189	0.85	60.0
Micro-AVG	0.7801	0.8139	0.7966	0.662	284.0
Macro-AVG	0.8257	0.7909	0.7854		284
