	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7241	0.5122	0.6	0.4286	49.0
DRINKS#PRICES	0.3333	0.3333	0.3333	0.2	5.0
DRINKS#QUALITY	0.75	0.75	0.75	0.6	10.0
DRINKS#STYLE_OPTIONS	0.25	0.25	0.25	0.1429	7.0
FOOD#PRICES	0.7143	0.3846	0.5	0.3333	15.0
FOOD#QUALITY	0.7349	0.8356	0.7821	0.6421	190.0
FOOD#STYLE_OPTIONS	0.4231	0.4783	0.449	0.2895	38.0
LOCATION#GENERAL	0.1034	0.75	0.1818	0.1	30.0
RESTAURANT#GENERAL	0.4198	0.7857	0.5473	0.3767	146.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	25.0
RESTAURANT#PRICES	0.35	0.5	0.4118	0.2593	27.0
SERVICE#GENERAL	0.7763	0.7763	0.7763	0.6344	93.0
Micro-AVG	0.5717	0.6978	0.6285	0.4583	635.0
Macro-AVG	0.4649	0.5297	0.4651		635
