	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7931	0.561	0.6571	0.4894	47.0
DRINKS#PRICES	0.3333	0.3333	0.3333	0.2	5.0
DRINKS#QUALITY	0.75	0.75	0.75	0.6	10.0
DRINKS#STYLE_OPTIONS	0.25	0.25	0.25	0.1429	7.0
FOOD#PRICES	0.8571	0.4615	0.6	0.4286	14.0
FOOD#QUALITY	0.741	0.8425	0.7885	0.6508	189.0
FOOD#STYLE_OPTIONS	0.4231	0.4783	0.449	0.2895	38.0
LOCATION#GENERAL	0.1379	1.0	0.2424	0.1379	29.0
RESTAURANT#GENERAL	0.4275	0.8	0.5572	0.3862	145.0
RESTAURANT#MISCELLANEOUS	0.2	0.1333	0.16	0.087	23.0
RESTAURANT#PRICES	0.45	0.6429	0.5294	0.36	25.0
SERVICE#GENERAL	0.8421	0.8421	0.8421	0.7273	88.0
Micro-AVG	0.6012	0.7338	0.6609	0.4935	620.0
Macro-AVG	0.5171	0.5912	0.5132		620
