	precision	recall	f1	accuracy	support
POSITIVE	0.7343	0.721	0.7276	0.5718	348.0
NEUTRAL	0.8	0.25	0.381	0.2353	17.0
NEGATIVE	0.5738	0.5645	0.5691	0.3977	176.0
Micro-AVG	0.804	0.7692	0.7862	0.6478	494.0
Macro-AVG	0.7027	0.5118	0.5592		494
