	precision	recall	f1	accuracy	support
POSITIVE	0.5	0.6905	0.58	0.4085	213.0
NEUTRAL	0.3333	0.4545	0.3846	0.2381	21.0
NEGATIVE	0.3054	0.5426	0.3908	0.2429	210.0
Micro-AVG	0.5758	0.8874	0.6985	0.5366	382.0
Macro-AVG	0.3796	0.5625	0.4518		382
