	precision	recall	f1	accuracy	support
AMBIENCE	0.5	0.8519	0.6301	0.46	50.0
FOOD	0.6214	0.956	0.7532	0.6042	144.0
GENERAL-IMPRESSION	0.4699	0.9512	0.629	0.4588	85.0
PRICE	0.4545	0.7692	0.5714	0.4	25.0
SERVICE	0.8	0.8814	0.8387	0.7222	72.0
Micro-AVG	0.5927	0.9134	0.7189	0.5612	376.0
Macro-AVG	1.7075	2.6458	2.0534		376
