	precision	recall	f1	accuracy	support
POSITIVE	0.6121	0.6121	0.6121	0.441	229.0
NEUTRAL	0.3125	0.4545	0.3704	0.2273	22.0
NEGATIVE	0.7679	0.5733	0.6565	0.4886	88.0
Micro-AVG	0.7342	0.6932	0.7131	0.5541	314.0
Macro-AVG	0.5642	0.5466	0.5463		314
