	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7692	0.7692	0.7692	0.625	32.0
DRINKS#PRICES	1.0	0.5	0.6667	0.5	2.0
DRINKS#QUALITY	0.4286	0.6	0.5	0.3333	9.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	4.0
FOOD#PRICES	1.0	0.5	0.6667	0.5	10.0
FOOD#QUALITY	0.8427	0.8929	0.8671	0.7653	98.0
FOOD#STYLE_OPTIONS	0.6667	0.1538	0.25	0.1429	14.0
LOCATION#GENERAL	1.0	0.6667	0.8	0.6667	3.0
RESTAURANT#GENERAL	0.8529	0.7073	0.7733	0.6304	46.0
RESTAURANT#MISCELLANEOUS	1.0	0.3	0.4615	0.3	10.0
RESTAURANT#PRICES	0.7143	0.5556	0.625	0.4545	11.0
SERVICE#GENERAL	1.0	0.9091	0.9524	0.9091	44.0
Micro-AVG	0.8539	0.745	0.7957	0.6608	283.0
Macro-AVG	2.5686	1.7637	1.9996		283
