	precision	recall	f1	accuracy	support
POSITIVE	0.6918	0.6824	0.6871	0.5233	386.0
NEUTRAL	0.4062	0.5909	0.4815	0.3171	41.0
NEGATIVE	0.518	0.5529	0.5349	0.3651	315.0
Micro-AVG	0.6044	0.6274	0.6157	0.4447	742.0
Macro-AVG	0.5387	0.6087	0.5678		742
