	precision	recall	f1	accuracy	support
POSITIVE	0.75	0.7857	0.7674	0.6226	159.0
NEUTRAL	0.4545	0.4545	0.4545	0.2941	17.0
NEGATIVE	0.6957	0.6809	0.6882	0.5246	122.0
Micro-AVG	0.8383	0.8528	0.8455	0.7323	269.0
Macro-AVG	0.6334	0.6404	0.6367		269
