	precision	recall	f1	accuracy	support
POSITIVE	0.8041	0.8068	0.8054	0.6742	353.0
NEUTRAL	0.7727	0.7727	0.7727	0.6296	27.0
NEGATIVE	0.7268	0.7163	0.7215	0.5644	264.0
Micro-AVG	0.8642	0.861	0.8626	0.7584	596.0
Macro-AVG	0.7679	0.7653	0.7665		596
