	precision	recall	f1	accuracy	support
POSITIVE	0.8364	0.8106	0.8233	0.6996	263.0
NEUTRAL	0.7647	0.8667	0.8125	0.6842	19.0
NEGATIVE	0.8235	0.8235	0.8235	0.7	160.0
Micro-AVG	0.8284	0.8175	0.8229	0.6991	442.0
Macro-AVG	0.8082	0.8336	0.8198		442
