	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.85	0.7907	0.8193	0.6939	49.0
DRINKS#PRICES	0.6	1.0	0.75	0.6	5.0
DRINKS#QUALITY	0.8571	0.75	0.8	0.6667	9.0
DRINKS#STYLE_OPTIONS	1.0	1.0	1.0	1.0	6.0
FOOD#PRICES	0.7368	0.875	0.8	0.6667	21.0
FOOD#QUALITY	0.8355	0.8467	0.8411	0.7257	175.0
FOOD#STYLE_OPTIONS	0.7273	0.7273	0.7273	0.5714	28.0
LOCATION#GENERAL	1.0	0.8	0.8889	0.8	5.0
RESTAURANT#GENERAL	0.9167	0.7857	0.8462	0.7333	75.0
RESTAURANT#MISCELLANEOUS	1.0	0.2941	0.4545	0.2941	17.0
RESTAURANT#PRICES	1.0	0.6429	0.7826	0.6429	14.0
SERVICE#GENERAL	1.0	0.8667	0.9286	0.8667	75.0
Micro-AVG	0.8731	0.8019	0.836	0.7182	479.0
Macro-AVG	0.8769	0.7816	0.8032		479
