	precision	recall	f1	accuracy	support
POSITIVE	0.7407	0.7317	0.7362	0.5825	103.0
NEUTRAL	0.3333	0.1111	0.1666	0.0909	11.0
NEGATIVE	0.8	0.7179	0.7567	0.6087	46.0
Micro-AVG	0.7479	0.6846	0.7149	0.5563	160.0
Macro-AVG	0.6247	0.5202	0.5532		160
