	precision	recall	f1	accuracy	support
AMBIENCE	0.5604	0.8644	0.68	0.5152	99.0
FOOD	0.5316	0.9352	0.6779	0.5127	394.0
GENERAL-IMPRESSION	0.9231	0.9333	0.9282	0.866	97.0
PRICE	0.3521	0.8621	0.5	0.3333	75.0
SERVICE	0.5495	0.9242	0.6892	0.5259	232.0
Micro-AVG	0.5661	0.9202	0.701	0.5396	897.0
Macro-AVG	0.5833	0.9038	0.6951		897
