	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.7429	0.7879	0.7647	0.619	42.0
AMBIENCE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	10.0
AMBIENCE#GENERAL:NEGATIVE	0.6667	0.5714	0.6154	0.4444	9.0
DRINKS#PRICES:POSITIVE	0.5	0.5	0.5	0.3333	3.0
DRINKS#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	5.0
DRINKS#PRICES:NEGATIVE	0.25	1.0	0.4	0.25	4.0
DRINKS#QUALITY:POSITIVE	1.0	0.2857	0.4444	0.2857	7.0
DRINKS#QUALITY:NEUTRAL	0.0	0.0	0.0	0.0	5.0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:POSITIVE	1.0	0.6	0.75	0.6	5.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	5.0
DRINKS#STYLE_OPTIONS:NEGATIVE	1.0	1.0	1.0	1.0	1.0
FOOD#PRICES:POSITIVE	1.0	0.4286	0.6	0.4286	7.0
FOOD#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	5.0
FOOD#PRICES:NEGATIVE	0.8	0.4444	0.5714	0.4	10.0
FOOD#QUALITY:POSITIVE	0.9054	0.6091	0.7283	0.5726	117.0
FOOD#QUALITY:NEUTRAL	0.4	0.4	0.4	0.25	8.0
FOOD#QUALITY:NEGATIVE	0.8333	0.7143	0.7692	0.625	40.0
FOOD#STYLE_OPTIONS:POSITIVE	0.4	0.4615	0.4286	0.2727	22.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	7.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.3333	0.1429	0.2	0.1111	9.0
LOCATION#GENERAL:POSITIVE	0.3333	0.5	0.4	0.25	8.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	8.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	5.0
RESTAURANT#GENERAL:POSITIVE	0.7959	0.75	0.7723	0.629	62.0
RESTAURANT#GENERAL:NEUTRAL	0.0909	1.0	0.1667	0.0909	11.0
RESTAURANT#GENERAL:NEGATIVE	0.7059	0.7059	0.7059	0.5455	22.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.0	0.0	0.0	0.0	17.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	13.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	6.0
RESTAURANT#PRICES:POSITIVE	0.6667	0.3333	0.4444	0.2857	7.0
RESTAURANT#PRICES:NEUTRAL	0.1429	1.0	0.25	0.1429	7.0
RESTAURANT#PRICES:NEGATIVE	0.625	0.7143	0.6667	0.5	10.0
SERVICE#GENERAL:POSITIVE	0.8929	0.7353	0.8065	0.6757	37.0
SERVICE#GENERAL:NEUTRAL	0.2222	1.0	0.3636	0.2222	9.0
SERVICE#GENERAL:NEGATIVE	0.8824	0.7692	0.8219	0.6977	43.0
Micro-AVG	0.6265	0.6177	0.6221	0.4514	587.0
Macro-AVG	0.4219	0.4293	0.3769		587
