	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.625	0.6977	0.6593	0.4918	61.0
DRINKS#PRICES	0.1818	0.6667	0.2857	0.1667	12.0
DRINKS#QUALITY	0.2857	0.25	0.2667	0.1538	13.0
DRINKS#STYLE_OPTIONS	0.4444	0.6667	0.5333	0.3636	11.0
FOOD#PRICES	0.5385	0.4375	0.4828	0.3182	22.0
FOOD#QUALITY	0.8624	0.6267	0.7259	0.5697	165.0
FOOD#STYLE_OPTIONS	0.3043	0.3182	0.3111	0.1842	38.0
LOCATION#GENERAL	0.1111	0.4	0.1739	0.0952	21.0
RESTAURANT#GENERAL	0.6753	0.7429	0.7075	0.5474	95.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	36.0
RESTAURANT#PRICES	0.4444	0.5714	0.5	0.3333	24.0
SERVICE#GENERAL	0.8028	0.76	0.7808	0.6404	89.0
Micro-AVG	0.6265	0.6177	0.6221	0.4514	587.0
Macro-AVG	0.4396	0.5115	0.4523		587
