	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4	0.9412	0.5614	0.3902	41.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	6.0
AMBIENCE:POSITIVE	0.493	0.8974	0.6364	0.4667	75.0
FOOD:NEGATIVE	0.5	0.8649	0.6337	0.4638	138.0
FOOD:NEUTRAL	0.4706	0.5714	0.5161	0.3478	23.0
FOOD:POSITIVE	0.7111	0.8727	0.7837	0.6443	149.0
PRICE:NEGATIVE	0.5	0.7727	0.6071	0.4359	39.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	3.0
PRICE:POSITIVE	0.5	0.8	0.6154	0.4444	9.0
GENERAL-IMPRESSION:NEGATIVE	0.2602	0.8205	0.3951	0.2462	130.0
GENERAL-IMPRESSION:NEUTRAL	0.3333	0.5	0.4	0.25	4.0
GENERAL-IMPRESSION:POSITIVE	0.3475	0.8542	0.494	0.328	125.0
SERVICE:NEGATIVE	0.5417	0.7091	0.6142	0.4432	88.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
SERVICE:POSITIVE	0.7763	0.8939	0.831	0.7108	83.0
Micro-AVG	0.494	0.8357	0.6209	0.4503	915.0
Macro-AVG	0.3889	0.6332	0.4725		915
