	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8108	0.6522	0.7229	0.566	53.0
DRINKS#PRICES	0.5	0.6667	0.5714	0.4	5.0
DRINKS#QUALITY	1.0	0.1429	0.25	0.1429	7.0
DRINKS#STYLE_OPTIONS	0.8	0.5714	0.6667	0.5	8.0
FOOD#PRICES	0.6364	0.4667	0.5385	0.3684	19.0
FOOD#QUALITY	0.7688	0.8255	0.7961	0.6613	186.0
FOOD#STYLE_OPTIONS	0.5	0.28	0.359	0.2188	32.0
LOCATION#GENERAL	0.5	0.4	0.4444	0.2857	7.0
RESTAURANT#GENERAL	0.8276	0.6857	0.75	0.6	80.0
RESTAURANT#MISCELLANEOUS	0.5714	0.4444	0.5	0.3333	24.0
RESTAURANT#PRICES	0.5625	0.6923	0.6207	0.45	20.0
SERVICE#GENERAL	0.8235	0.7887	0.8058	0.6747	83.0
Micro-AVG	0.7577	0.6923	0.7235	0.5668	524.0
Macro-AVG	0.6917	0.5514	0.5855		524
