	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8444	0.8837	0.8636	0.76	50.0
DRINKS#PRICES	0.4286	1.0	0.6	0.4286	7.0
DRINKS#QUALITY	0.875	0.875	0.875	0.7778	9.0
DRINKS#STYLE_OPTIONS	1.0	0.6667	0.8	0.6667	6.0
FOOD#PRICES	0.9	0.5625	0.6923	0.5294	17.0
FOOD#QUALITY	0.9375	0.9	0.9184	0.8491	159.0
FOOD#STYLE_OPTIONS	0.5217	0.5455	0.5333	0.3636	33.0
LOCATION#GENERAL	1.0	0.8	0.8889	0.8	5.0
RESTAURANT#GENERAL	0.8082	0.8429	0.8252	0.7024	84.0
RESTAURANT#MISCELLANEOUS	0.3333	0.2353	0.2759	0.16	25.0
RESTAURANT#PRICES	0.875	1.0	0.9333	0.875	16.0
SERVICE#GENERAL	0.9189	0.9067	0.9128	0.8395	81.0
Micro-AVG	0.85	0.8322	0.841	0.7256	492.0
Macro-AVG	2.3607	2.3046	2.2797		492
