	precision	recall	f1	accuracy	support
POSITIVE	0.3604	0.6149	0.4544	0.294	619.0
NEUTRAL	0.1711	0.5909	0.2653	0.1529	85.0
NEGATIVE	0.2506	0.5	0.3339	0.2004	519.0
Micro-AVG	0.4699	0.8897	0.615	0.444	1054.0
Macro-AVG	0.2607	0.5686	0.3512		1054
