	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.62	0.6739	0.6458	0.4769	65.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	4.0
DRINKS#QUALITY	1.0	0.2857	0.4444	0.2857	7.0
DRINKS#STYLE_OPTIONS	0.0	0.0	0.0	0.0	8.0
FOOD#PRICES	0.55	0.7333	0.6286	0.4583	24.0
FOOD#QUALITY	0.7697	0.8523	0.8089	0.6791	187.0
FOOD#STYLE_OPTIONS	0.5	0.44	0.4681	0.3056	36.0
LOCATION#GENERAL	0.6667	0.4	0.5	0.3333	6.0
RESTAURANT#GENERAL	0.6463	0.7571	0.6974	0.5354	99.0
RESTAURANT#MISCELLANEOUS	0.6	0.1667	0.2609	0.15	20.0
RESTAURANT#PRICES	0.6667	0.4615	0.5455	0.375	16.0
SERVICE#GENERAL	0.8267	0.8732	0.8493	0.7381	84.0
Micro-AVG	0.708	0.7179	0.713	0.554	556.0
Macro-AVG	0.5705	0.4703	0.4874		556
