	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.72	0.7826	0.75	0.6	60.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	4.0
DRINKS#QUALITY	1.0	0.2857	0.4444	0.2857	7.0
DRINKS#STYLE_OPTIONS	1.0	0.1429	0.25	0.1429	7.0
FOOD#PRICES	0.55	0.7333	0.6286	0.4583	24.0
FOOD#QUALITY	0.8242	0.9128	0.8662	0.764	178.0
FOOD#STYLE_OPTIONS	0.5455	0.48	0.5106	0.3429	35.0
LOCATION#GENERAL	0.6667	0.4	0.5	0.3333	6.0
RESTAURANT#GENERAL	0.6585	0.7714	0.7105	0.551	98.0
RESTAURANT#MISCELLANEOUS	0.8	0.2222	0.3478	0.2105	19.0
RESTAURANT#PRICES	0.6667	0.4615	0.5455	0.375	16.0
SERVICE#GENERAL	0.88	0.9296	0.9041	0.825	80.0
Micro-AVG	0.7586	0.7692	0.7639	0.618	534.0
Macro-AVG	2.0779	1.5305	1.6144		534
