	precision	recall	f1	accuracy	support
AMBIENCE	0.7407	0.7407	0.7407	0.5882	34.0
FOOD	0.9036	0.8242	0.8621	0.7576	99.0
GENERAL-IMPRESSION	0.6667	0.5366	0.5946	0.4231	52.0
PRICE	0.7857	0.8462	0.8148	0.6875	16.0
SERVICE	0.9123	0.8814	0.8966	0.8125	64.0
Micro-AVG	0.8411	0.7792	0.809	0.6792	265.0
Macro-AVG	0.8018	0.7658	0.7818		265
