	precision	recall	f1	accuracy	support
POSITIVE	0.6993	0.6969	0.6981	0.5362	373.0
NEUTRAL	0.5882	0.5	0.5405	0.3704	27.0
NEGATIVE	0.635	0.5907	0.612	0.441	288.0
Micro-AVG	0.67	0.6456	0.6576	0.4898	688.0
Macro-AVG	0.6408	0.5959	0.6169		688
