	precision	recall	f1	accuracy	support
POSITIVE	0.8075	0.7039	0.7521	0.6028	710.0
NEUTRAL	0.7222	0.2955	0.4194	0.2653	49.0
NEGATIVE	0.698	0.6912	0.6946	0.5321	265.0
Micro-AVG	0.8413	0.7371	0.7858	0.6472	975.0
Macro-AVG	0.7426	0.5635	0.622		975
